Annual_Rainfall,Monsoon_Intensity,Cloud_Coverage,Humidity,Temperature,River_Discharge,Soil_Moisture,Drainage_Coefficient,Elevation,Deforestation_Rate,Summer_Rainfall,Winter_Rainfall,Pre_Monsoon_Rainfall,Post_Monsoon_Rainfall,Flood
1950.64,8.12,14.2,52.76,35.36,2607.55,19.56,0.903,105.31,8.36,908.44,387.08,288.96,366.16,1
2917.98,0.14,80.16,96.25,32.48,4959.78,61.05,0.946,130.11,42.86,1162.4,448.33,233.36,1073.9,1
2150.68,6.49,32.73,89.23,31.59,320.38,42.01,0.502,459.83,29.33,1211.01,346.19,167.52,425.96,0
630.24,6.69,84.67,43.72,40.78,2480.67,88.56,0.691,379.7,38.94,352.54,34.55,92.85,150.3,0
2399.45,7.99,73.35,32.74,18.05,502.51,75.52,0.451,276.43,40.44,848.52,127.66,294.71,1128.56,1
3354.21,9.33,95.11,54.83,25.41,840.94,59.7,0.416,126.03,41.16,1911.85,185.88,364.03,892.45,1
2304.84,0.2,46.8,52.15,31.15,1946.04,1.07,0.488,55.45,27.53,796.21,458.11,276.42,774.09,0
2957.57,1.54,69.58,66.06,39.34,819.92,87.98,0.769,449.38,8.86,971.95,582.43,357.84,1045.34,0
3152.62,8.86,51.84,66.67,21.49,4820.25,44.47,0.551,446.33,7.41,1563.32,315.82,398.28,875.2,1
1184.24,4.59,66.75,80.0,39.09,4736.61,93.16,0.833,55.35,28.7,492.37,110.9,67.17,513.8,1
1136.13,5.65,50.46,60.79,26.99,1713.74,49.55,0.771,398.61,18.33,521.74,81.68,103.71,429.01,0
2332.94,6.63,26.98,28.39,20.67,3216.75,69.42,0.118,223.32,27.9,1156.61,231.83,185.5,759.01,1
1733.09,6.79,55.71,88.66,37.77,2692.08,6.93,0.667,161.98,24.92,547.4,182.88,98.88,903.92,1
3019.58,9.32,57.57,44.78,17.73,4087.16,74.52,0.493,369.55,30.11,1171.25,489.9,275.57,1082.86,1
3200.07,9.97,82.95,97.7,30.44,3155.86,33.8,0.511,307.16,1.61,1402.5,575.83,357.18,864.55,1
1560.26,7.2,76.2,29.43,16.92,51.25,35.14,0.837,390.02,1.64,592.86,252.78,105.86,608.76,0
1210.61,2.87,69.74,96.66,25.69,3827.71,11.87,0.593,37.16,36.08,380.97,177.93,97.46,554.26,0
2841.58,8.8,20.2,27.28,33.03,3746.9,14.69,0.897,159.29,9.66,926.36,468.53,323.7,1122.98,1
1324.42,0.49,74.86,38.48,31.68,2573.13,18.58,0.742,159.66,32.61,715.88,212.93,142.95,252.66,0
2967.84,2.31,55.03,23.73,27.14,4519.45,32.82,0.598,164.88,27.33,1701.81,360.18,406.23,499.62,1
1771.21,8.97,90.47,76.41,27.87,4546.81,89.2,0.779,251.24,49.09,612.26,177.79,228.7,752.46,1
2502.65,2.56,92.79,88.02,21.8,2643.36,36.83,0.135,141.51,41.77,937.94,231.29,366.79,966.63,1
786.61,2.21,14.96,54.73,28.68,3059.54,72.44,0.124,222.19,20.66,389.9,119.49,86.31,190.91,0
2371.58,1.38,83.86,94.28,43.6,4982.78,8.27,0.175,183.89,30.82,1390.41,459.84,284.23,237.1,1
1855.3,8.59,13.39,67.22,40.51,1529.16,59.11,0.494,367.65,5.86,723.34,254.47,252.42,625.08,1
2259.83,5.0,43.05,70.4,19.36,1656.86,48.19,0.312,301.75,19.32,1257.74,422.31,302.81,276.96,0
1004.04,6.75,58.81,87.63,15.89,954.73,97.8,0.986,326.81,36.69,453.63,52.35,122.36,375.7,0
2710.62,2.39,23.33,43.74,43.01,4484.54,84.62,0.588,105.29,31.13,1591.05,458.56,271.13,389.89,1
3088.39,7.58,77.17,48.34,30.8,3735.22,45.48,0.696,162.75,24.22,1052.76,549.86,238.8,1246.97,1
1150.22,7.6,10.75,92.48,31.14,572.93,77.51,0.351,10.58,8.83,681.05,166.38,158.41,144.38,0
787.14,3.13,25.17,92.08,38.42,4909.75,19.3,0.39,54.19,40.16,340.28,149.64,100.49,196.73,0
570.92,4.11,62.27,98.12,24.44,3668.26,56.23,0.402,132.53,13.66,334.49,79.06,76.38,80.98,1
2425.91,2.1,74.29,92.15,29.46,4260.08,7.46,0.729,32.73,41.02,1061.6,208.82,155.45,1000.04,1
2321.28,9.77,92.5,30.19,44.06,288.35,34.81,0.526,301.32,30.58,1065.53,191.18,189.14,875.44,1
2140.09,6.46,73.49,85.9,35.16,2549.56,22.59,0.566,499.07,18.64,1158.72,285.44,197.93,498.01,1
1195.84,9.35,70.46,52.79,19.61,3508.06,71.89,0.633,50.41,2.03,618.0,222.39,160.05,195.4,1
1672.72,3.03,45.49,99.26,19.0,2737.59,49.01,0.792,410.62,11.62,812.74,101.79,232.99,525.19,0
2283.43,7.82,10.12,57.78,21.13,3349.9,75.11,0.181,59.41,44.45,970.67,321.18,179.22,812.35,1
1990.3,7.66,20.81,64.31,38.0,4098.48,51.53,0.799,334.96,40.9,1070.25,329.34,236.14,354.58,1
3463.36,6.92,58.11,62.38,23.86,1902.97,8.65,0.607,321.58,28.74,2024.22,233.12,200.12,1005.9,1
909.32,9.66,70.76,45.74,15.64,4250.91,73.54,0.702,451.36,23.32,275.47,61.39,82.71,489.74,1
2585.43,3.94,47.57,26.0,43.33,856.43,83.32,0.395,56.97,32.36,1231.58,271.26,255.1,827.49,0
1712.96,1.31,75.76,91.65,20.09,1390.89,90.35,0.468,157.72,23.31,958.9,156.02,216.8,381.24,0
1784.6,6.72,56.97,84.21,15.29,264.56,57.2,0.308,45.39,32.22,885.04,142.32,248.41,508.83,0
2652.79,7.29,16.68,31.16,22.11,1853.91,75.36,0.981,203.69,15.37,1433.17,211.7,222.11,785.81,1
2577.31,5.75,27.28,82.14,22.05,1930.55,75.2,0.547,455.8,41.92,1465.25,179.38,264.88,667.8,1
3473.77,2.07,85.6,70.07,27.66,4036.09,15.57,0.996,390.76,35.1,1824.72,491.98,398.6,758.47,1
885.18,5.04,75.24,52.73,42.61,3283.0,16.42,0.541,361.45,16.5,455.96,135.63,73.35,220.24,0
812.33,3.12,90.53,40.32,41.38,2211.78,7.09,0.298,266.51,41.53,478.81,126.27,120.67,86.58,0
2673.02,4.27,20.58,88.78,28.71,3277.96,31.99,0.557,441.74,24.37,1494.5,347.1,367.75,463.67,1
2235.16,6.45,99.12,76.02,27.33,311.28,47.35,0.136,224.72,8.73,1217.3,431.24,178.01,408.61,1
1322.48,7.45,28.85,63.82,31.65,942.34,99.79,0.914,74.84,3.89,431.02,240.8,133.3,517.36,1
738.26,2.32,11.06,68.77,22.3,3153.39,43.1,0.837,418.79,34.98,274.42,142.96,53.95,266.93,0
756.97,4.05,99.77,27.29,16.57,3224.77,72.62,0.753,139.82,43.26,353.53,81.99,76.8,244.66,0
3182.57,2.69,35.3,57.91,43.18,3881.97,69.34,0.649,26.82,40.37,1632.24,578.17,376.6,595.56,1
1075.6,1.99,70.12,35.5,20.6,2044.85,20.45,0.622,63.02,32.78,420.52,176.86,62.98,415.24,0
1470.11,7.83,25.9,36.67,20.95,3626.64,5.85,0.997,304.53,7.07,482.2,148.48,201.42,638.02,0
1179.97,9.09,62.22,72.9,29.17,3435.7,54.6,0.35,303.54,4.7,464.12,77.86,129.06,508.93,1
1564.99,3.7,91.36,92.9,29.75,4818.8,70.03,0.802,130.09,17.25,831.49,238.49,233.12,261.88,1
708.27,7.51,38.82,52.3,15.55,1114.89,99.83,0.623,363.59,42.75,398.91,49.91,37.23,222.22,1
2057.18,8.97,70.32,36.62,19.44,2780.81,35.86,0.978,386.82,48.09,1180.56,193.51,273.91,409.2,1
702.84,8.46,26.91,71.9,26.34,3028.73,89.64,0.845,460.25,12.07,290.74,87.89,90.8,233.4,1
2901.07,1.83,66.23,89.69,35.51,4993.31,38.19,0.999,292.47,38.1,1194.55,440.91,183.59,1082.01,1
1201.14,9.56,40.28,79.87,21.85,1045.86,68.94,0.629,389.71,28.69,506.89,226.94,100.33,366.97,1
2120.04,3.77,29.01,89.5,27.69,2639.93,59.83,0.284,376.55,1.59,875.03,294.66,293.58,656.77,0
3140.24,3.39,38.19,62.92,31.72,1763.62,5.3,0.553,128.9,27.15,1569.68,473.27,319.82,777.47,1
2452.63,0.62,26.1,80.15,41.66,2653.17,7.84,0.74,155.11,40.3,999.44,236.68,221.05,995.46,0
2098.87,4.86,91.17,31.21,24.78,1199.04,2.08,0.797,239.24,13.81,642.47,321.32,295.0,840.08,0
1473.0,1.09,45.75,47.86,19.01,285.68,37.08,0.1,9.52,44.87,635.91,170.38,87.4,579.32,0
1499.01,2.49,32.08,51.16,29.68,2884.2,74.58,0.555,148.7,11.81,550.5,267.63,145.87,535.0,0
2508.46,3.17,50.36,60.9,37.4,1712.48,17.28,0.312,236.94,3.82,774.22,273.09,289.07,1172.09,0
3482.42,8.09,38.85,94.33,18.3,950.61,60.59,0.887,54.03,8.0,1536.63,418.73,386.04,1141.02,1
2485.52,8.75,77.0,89.94,27.74,1653.48,28.88,0.238,63.14,41.85,899.23,285.56,189.96,1110.77,1
2173.35,3.02,97.41,30.76,15.53,293.94,79.7,0.7,231.62,20.87,947.2,373.1,231.1,621.96,0
2691.95,8.59,49.42,33.82,16.01,4754.69,79.84,0.339,365.48,39.85,1031.89,519.69,325.34,815.03,1
1895.62,8.57,87.49,48.61,29.49,2926.68,77.54,0.421,416.87,26.56,912.01,187.84,205.65,590.12,1
680.43,7.65,60.93,43.26,23.95,4083.1,52.48,0.947,273.16,24.03,406.39,82.5,80.59,110.93,1
2186.89,1.47,24.15,69.18,40.35,2144.44,28.46,0.316,237.37,40.35,1015.09,340.91,165.35,665.54,0
3372.88,6.9,72.16,92.22,33.06,4521.41,80.94,0.186,192.14,21.17,1666.43,621.65,449.55,635.24,1
1025.91,9.45,56.21,96.98,28.62,2442.43,18.61,0.162,96.47,40.1,590.7,127.27,97.43,210.51,1
2570.01,6.83,68.55,72.29,27.24,2891.03,28.98,0.554,73.28,5.03,1059.36,170.48,382.22,957.96,1
1102.8,3.32,90.07,87.05,29.92,2484.38,18.39,0.678,395.95,31.82,385.94,116.13,57.71,543.03,0
2107.48,5.01,49.64,62.02,16.21,3679.73,67.42,0.395,232.5,35.13,811.04,279.36,185.52,831.56,1
790.03,6.46,91.11,36.67,41.78,2854.95,68.62,0.721,395.16,44.95,332.47,88.98,53.76,314.82,1
1851.11,5.11,77.56,61.98,44.95,1394.41,65.25,0.155,352.04,11.22,913.53,144.36,195.41,597.82,0
2768.49,1.2,53.97,64.41,20.44,770.42,41.56,0.872,96.95,30.21,834.36,153.79,205.76,1574.59,0
1542.71,3.12,64.29,79.4,18.61,3050.32,10.02,0.835,255.15,21.66,857.77,236.21,190.91,257.83,0
2494.74,8.02,39.3,37.59,19.31,2471.44,91.12,0.987,222.01,19.14,805.37,496.23,344.74,848.4,1
2886.35,8.61,98.52,49.46,34.83,525.08,50.77,0.943,211.94,5.34,1645.79,542.29,205.19,493.09,1
3281.53,1.37,70.06,49.12,34.84,2008.31,40.7,0.421,271.29,6.71,1919.14,500.4,216.8,645.19,1
1203.93,9.52,13.95,96.76,40.44,2598.14,58.88,0.459,491.04,41.85,718.78,212.17,165.58,107.4,1
1697.95,3.29,39.4,55.52,37.55,4143.12,19.28,0.771,406.45,37.49,921.74,150.03,146.24,479.94,1
957.25,6.62,66.1,80.41,28.49,426.7,13.25,0.221,451.86,19.12,327.91,137.24,89.46,402.64,0
3477.45,7.52,15.07,80.06,33.39,1775.05,40.55,0.383,14.82,41.42,1779.93,205.48,250.71,1241.32,1
3281.0,8.12,12.15,41.24,35.65,4122.15,22.72,0.207,70.17,4.04,1184.43,512.09,303.6,1280.89,1
2119.87,9.46,50.5,65.75,30.38,3259.7,24.43,0.509,42.38,31.24,1206.5,414.39,155.03,343.95,1
3026.1,3.13,39.94,91.54,29.27,1485.29,89.25,0.597,131.62,43.41,1195.25,542.03,352.82,935.99,1
2062.87,8.59,49.45,58.02,34.35,4234.41,53.08,0.29,220.95,41.94,821.1,268.52,206.06,767.2,1
2370.76,1.32,33.64,95.61,31.72,2491.8,48.35,0.124,321.03,18.64,1363.89,399.02,305.37,302.48,0
767.37,7.05,24.82,37.16,34.32,2516.84,68.95,0.747,250.42,37.26,233.26,147.02,62.37,324.73,0
2765.81,7.42,72.02,25.93,33.39,4884.11,95.15,0.118,451.59,21.37,990.69,227.91,278.13,1269.09,1
883.14,6.78,56.31,91.32,36.58,4738.23,11.22,0.976,469.93,42.01,376.73,149.24,67.08,290.09,1
2978.2,2.52,28.01,87.81,34.28,1824.74,83.35,0.299,81.76,26.54,1519.53,269.46,427.22,762.0,1
2846.08,8.73,38.76,99.41,30.59,745.87,58.4,0.698,426.46,38.24,1406.73,516.68,290.85,631.81,1
2626.23,1.69,63.26,74.35,35.45,1662.05,14.62,0.491,240.86,3.93,1315.28,170.06,176.87,964.03,0
608.48,0.54,16.5,94.94,28.48,200.89,29.71,0.154,226.66,29.5,343.19,46.69,47.02,171.58,0
1409.39,7.17,23.27,86.16,22.25,152.8,48.24,0.525,392.47,27.51,473.99,222.81,82.15,630.43,0
1289.34,4.75,16.59,87.55,15.04,2007.83,69.12,0.565,46.57,30.5,588.77,98.27,68.05,534.24,0
1580.41,8.49,83.11,65.53,31.8,4708.05,24.26,0.869,441.25,34.78,818.09,116.49,162.14,483.69,1
762.93,3.83,77.72,50.59,32.72,4363.22,53.49,0.759,335.43,45.91,374.47,101.71,63.87,222.88,0
3310.87,1.68,77.8,94.76,44.16,2581.64,68.47,0.171,437.63,39.28,1438.56,580.22,484.64,807.46,1
2161.41,8.36,74.47,54.57,25.84,2847.87,44.87,0.288,497.24,10.98,659.52,195.11,145.1,1161.67,1
1416.57,5.49,70.24,63.11,26.82,79.37,86.3,0.381,259.0,41.29,450.66,249.56,183.29,533.06,0
1690.94,1.89,52.93,55.69,21.05,1116.73,86.95,0.205,46.63,6.1,567.62,289.48,137.98,695.87,0
1841.61,7.2,67.81,65.19,17.12,172.63,47.07,0.511,83.26,31.11,742.11,252.05,133.25,714.2,0
2301.78,5.11,13.45,57.64,38.18,3784.97,97.29,0.986,161.81,44.14,771.78,338.33,338.28,853.4,1
2047.04,6.04,65.93,23.84,22.49,770.95,7.56,0.563,51.78,5.06,875.77,114.77,266.64,789.85,0
3258.18,4.61,80.01,90.56,33.27,4351.78,0.34,0.768,407.67,42.48,1152.07,342.34,368.38,1395.4,1
1990.89,8.29,55.03,55.55,35.63,3234.46,38.07,0.715,148.43,39.93,1062.64,178.2,238.33,511.72,1
3476.47,8.3,42.18,67.12,29.14,1185.62,60.11,0.865,487.94,25.19,1951.85,252.05,518.47,754.1,1
3054.27,7.09,34.97,31.14,41.29,830.72,62.92,0.294,351.3,15.44,1273.31,331.23,333.9,1115.84,1
1125.53,1.05,67.85,20.27,28.31,3156.74,47.64,0.778,86.72,20.27,510.32,116.19,67.75,431.28,0
3291.79,8.39,72.35,39.62,23.55,4509.14,12.49,0.893,238.02,48.43,1929.15,524.49,185.94,652.2,1
849.1,6.71,88.39,76.37,41.88,3605.88,17.05,0.254,233.44,10.08,391.14,118.63,99.06,240.27,1
2952.35,6.97,40.81,27.94,40.85,1775.31,85.21,0.412,246.26,28.98,1767.05,551.99,341.76,291.55,1
1641.87,3.63,79.28,92.71,19.92,2957.55,86.79,0.973,267.85,4.16,562.57,117.9,204.93,756.46,1
3133.92,8.79,60.52,37.2,15.78,1588.27,67.39,0.803,15.59,10.89,1750.82,184.78,190.79,1007.53,1
3104.17,7.25,89.46,36.37,17.7,4995.79,66.42,0.354,343.15,38.17,1394.27,404.14,448.52,857.24,1
2917.78,1.13,57.5,34.52,23.6,3756.75,59.77,0.608,243.6,15.13,895.22,146.34,306.7,1569.52,1
2870.09,4.08,56.59,21.12,44.17,3091.19,20.29,0.464,395.48,49.29,1698.14,482.63,329.93,359.39,1
1414.04,8.86,62.01,81.74,31.76,2145.13,42.83,0.541,407.67,25.04,833.6,178.02,75.63,326.79,1
742.76,0.47,77.44,90.0,26.2,3109.85,69.59,0.42,115.27,25.83,308.23,91.52,108.52,234.5,0
1708.94,9.61,96.82,69.13,41.66,1741.0,53.73,0.351,24.21,1.82,1001.85,178.37,181.59,347.13,1
1020.57,6.79,16.62,35.06,28.59,192.88,1.86,0.707,351.62,47.83,349.35,108.43,108.52,454.27,0
2584.85,6.31,14.81,42.82,24.46,2005.69,95.36,0.801,488.88,8.71,1302.85,296.41,373.14,612.46,1
1538.3,2.71,94.38,58.07,43.24,4655.88,84.48,0.887,223.33,26.92,550.06,80.61,219.88,687.75,1
3426.83,2.49,57.69,96.35,40.49,3150.19,26.05,0.24,129.81,19.78,1281.61,214.29,246.83,1684.1,1
2422.92,9.42,65.34,39.79,40.31,465.58,61.65,0.841,78.34,20.78,1293.36,304.7,346.74,478.12,1
2967.44,2.98,53.42,78.53,30.37,4430.72,92.32,0.329,143.72,32.17,1226.17,215.19,366.96,1159.12,1
897.57,7.76,18.43,55.16,38.68,1380.93,9.6,0.485,163.96,33.1,271.19,149.73,46.58,430.08,0
3086.04,3.93,79.13,43.83,20.38,1256.66,50.3,0.911,211.94,7.71,1309.32,281.36,228.32,1267.04,1
3268.27,1.39,77.25,56.47,32.2,1520.6,45.62,0.509,327.7,24.98,1204.1,211.41,298.39,1554.38,1
1961.19,0.11,38.05,25.7,44.52,2907.15,41.02,0.277,136.58,39.52,990.4,167.25,212.36,591.17,0
2318.76,5.44,37.56,83.89,23.73,2746.21,83.56,0.244,25.49,22.16,830.89,240.14,278.56,969.17,1
2794.43,9.76,85.41,39.46,38.83,2482.5,38.06,0.526,186.64,8.29,1544.41,154.52,198.46,897.03,1
1024.52,3.69,16.51,78.03,29.71,3601.81,6.37,0.786,427.81,15.66,389.45,73.0,136.95,425.12,0
2007.7,3.57,89.3,25.47,16.19,1616.86,6.58,0.997,249.18,10.62,839.03,197.91,270.18,700.57,0
1695.99,3.44,33.1,96.41,37.89,3921.22,4.27,0.809,482.39,6.29,660.44,163.79,192.49,679.27,0
939.12,5.21,63.37,35.44,20.06,917.84,40.91,0.889,251.81,18.88,463.15,159.71,133.46,182.81,0
1602.6,4.41,94.24,90.62,33.94,3923.97,71.84,0.773,137.95,27.05,529.42,282.84,210.42,579.93,1
704.52,8.8,71.03,84.76,17.57,3335.86,20.37,0.906,96.66,3.64,312.4,55.67,50.84,285.61,0
577.44,5.06,47.3,97.43,43.41,3431.88,64.65,0.169,347.26,30.19,231.17,39.61,74.99,231.67,1
905.5,5.08,72.06,58.23,23.75,2433.69,68.71,0.937,268.19,49.65,511.83,131.41,131.59,130.68,0
3389.35,1.38,40.96,78.19,21.79,3351.66,25.52,0.457,302.0,48.21,1091.45,578.54,216.11,1503.25,1
2148.59,9.83,34.95,49.66,18.87,445.0,60.06,0.929,377.56,41.46,1179.38,418.03,317.71,233.47,1
3397.47,2.5,99.7,34.75,43.38,4265.18,68.49,0.168,362.95,13.32,1190.15,173.34,178.36,1855.62,1
1797.49,0.73,77.57,55.45,36.36,324.96,46.66,0.744,21.68,1.12,587.01,201.41,183.73,825.33,0
1435.45,6.63,68.02,33.26,37.25,786.27,33.67,0.762,401.29,41.68,517.76,229.81,182.86,505.01,0
2018.43,5.95,41.98,98.56,29.98,2905.11,61.92,0.997,266.35,2.79,667.69,351.78,260.47,738.49,1
1818.54,4.15,14.42,27.7,29.24,3710.09,97.78,0.792,195.85,10.28,829.79,107.92,224.53,656.3,1
816.99,4.22,12.8,67.14,18.3,427.45,42.68,0.444,268.76,27.22,487.31,124.26,84.1,121.33,0
2422.48,7.85,59.88,70.12,31.8,4607.79,39.17,0.602,306.23,8.92,751.69,226.12,278.82,1165.85,1
1148.11,1.96,78.58,63.05,22.41,4869.36,46.43,0.43,74.75,41.69,503.26,70.25,137.77,436.83,0
2358.76,8.2,58.36,72.97,44.31,3049.45,7.62,0.276,208.71,38.86,980.82,290.99,234.59,852.36,1
2450.6,6.49,85.67,29.29,38.9,2432.16,55.32,0.324,167.79,37.79,984.85,180.67,268.51,1016.58,1
956.07,4.19,13.01,64.4,27.39,3719.91,32.87,0.3,175.2,40.81,382.01,153.5,128.72,291.84,0
684.05,4.58,43.01,42.98,19.54,1675.37,12.14,0.594,45.67,10.99,388.88,110.26,55.6,129.3,0
2842.28,2.57,31.34,95.21,38.56,2491.66,46.63,0.916,79.92,36.44,868.87,501.12,290.82,1181.47,1
1879.4,7.52,50.25,80.97,18.66,4584.95,0.34,0.921,80.92,17.76,1000.73,200.41,95.56,582.69,1
674.49,5.13,16.51,97.8,20.68,4780.49,40.18,0.149,186.61,33.34,253.53,35.07,80.09,305.8,0
3484.6,3.21,95.87,23.0,21.35,4638.99,10.57,0.172,447.25,6.1,1446.07,309.99,242.31,1486.22,1
673.34,5.96,30.09,42.81,31.71,1349.12,2.43,0.321,103.01,35.28,286.87,80.92,66.05,239.5,0
2585.11,9.96,93.01,35.63,38.61,1200.72,82.45,0.33,208.1,48.61,1011.86,398.37,183.6,991.28,1
3451.04,4.35,48.33,20.89,24.43,1523.44,91.62,0.185,155.8,2.18,1132.17,370.32,180.67,1767.87,1
1217.54,9.21,98.7,39.39,17.54,2234.49,20.77,0.45,393.69,4.69,407.02,158.78,119.71,532.03,0
926.75,3.45,59.87,74.3,28.94,1605.13,53.93,0.629,25.06,6.18,360.91,119.22,85.71,360.91,0
864.15,0.55,93.77,38.49,37.44,1902.35,27.8,0.62,98.27,21.53,472.3,64.59,79.95,247.32,0
1409.83,2.04,10.48,60.72,21.65,3122.15,49.36,0.589,105.32,14.54,479.89,202.25,99.93,627.76,0
803.14,4.19,77.34,91.03,21.6,3824.5,43.66,0.405,496.48,40.35,419.87,93.07,116.23,173.96,1
2576.48,2.2,91.27,75.5,43.42,3691.01,26.91,0.736,285.39,23.69,996.23,441.06,129.73,1009.47,1
686.88,0.0,22.57,51.57,43.62,4081.4,70.04,0.844,69.48,24.23,388.11,105.5,95.58,97.68,0
2028.27,9.15,18.65,49.8,44.71,209.31,12.65,0.412,136.1,35.85,869.11,135.33,250.88,772.95,1
3490.09,8.44,48.21,56.46,39.23,286.28,5.31,0.177,83.91,18.1,1226.83,430.38,234.56,1598.33,1
2941.91,7.42,94.03,34.16,20.65,3957.45,76.77,0.367,62.3,17.66,1752.65,457.1,286.01,446.15,1
2345.66,1.68,58.81,70.72,21.36,2688.74,66.59,0.224,398.59,37.85,827.99,147.9,349.23,1020.53,0
1418.76,1.2,57.47,49.13,25.21,2911.8,49.85,0.521,247.88,39.0,667.22,239.59,162.26,349.68,0
2371.69,0.68,22.7,88.19,24.54,310.3,46.78,0.24,315.61,0.72,1116.56,197.56,148.79,908.77,0
2081.12,7.24,10.07,80.52,43.7,1313.8,49.74,0.517,165.63,7.19,857.1,261.1,199.3,763.62,1
1778.25,9.29,82.91,68.84,38.67,3209.85,43.7,0.299,276.85,10.65,1041.07,339.8,172.17,225.21,1
892.13,4.31,17.88,49.14,36.72,4302.95,39.29,0.765,128.78,17.58,493.49,121.06,116.18,161.4,0
3159.81,1.19,67.05,36.79,20.58,4589.07,49.97,0.125,154.02,14.57,1734.57,358.98,447.48,618.79,1
1849.35,5.12,92.32,82.09,42.29,2527.08,52.85,0.599,326.12,33.43,1095.27,94.35,107.68,552.05,1
1083.87,3.49,28.78,58.91,39.84,2750.1,69.19,0.253,75.18,41.41,473.79,75.88,88.23,445.96,0
1603.28,3.75,69.87,37.98,19.91,4173.6,71.12,0.101,308.61,9.6,527.73,219.33,128.01,728.21,1
1742.39,6.21,17.08,35.61,41.14,2711.24,37.76,0.882,426.12,28.15,922.83,216.18,260.67,342.7,1
2982.61,7.19,64.34,33.23,23.17,2608.45,41.35,0.704,60.21,18.39,1235.53,311.9,315.93,1119.25,1
2700.84,1.11,24.75,82.17,17.43,4530.17,37.37,0.189,448.73,25.29,964.48,509.06,372.67,854.63,1
2807.91,0.36,76.24,38.32,34.7,3960.17,53.65,0.698,39.72,31.04,1249.45,280.43,260.02,1018.01,1
533.09,9.94,37.11,62.13,34.61,4549.91,45.34,0.65,174.45,44.68,307.98,69.61,65.18,90.33,1
1748.46,2.33,51.71,56.12,17.85,1130.32,88.96,0.526,305.25,9.61,614.42,236.58,137.53,759.93,0
1944.03,0.54,63.95,66.37,24.57,2645.66,69.64,0.477,279.71,4.35,1078.18,251.01,274.46,340.38,0
557.58,1.9,25.41,90.17,44.78,4220.24,89.87,0.898,48.2,31.36,237.23,67.82,53.26,199.27,0
1279.44,0.39,76.75,89.42,35.35,600.18,70.91,0.321,399.46,19.71,436.34,128.66,166.8,547.64,0
2780.87,3.92,37.24,56.09,36.9,3983.58,97.1,0.458,486.58,8.15,1542.03,518.12,210.18,510.54,1
911.33,8.02,69.61,21.23,21.39,955.72,63.57,0.396,90.61,5.85,538.49,107.19,108.78,156.87,0
2105.93,3.41,24.25,54.12,17.36,4050.19,96.36,0.794,447.57,27.95,815.8,272.23,190.62,827.28,1
1145.61,4.44,71.93,68.5,23.31,3079.4,15.82,0.925,278.4,15.02,448.0,170.09,60.88,466.63,0
536.36,6.76,21.54,64.62,22.47,1006.52,5.25,0.865,467.97,49.87,223.75,32.26,48.97,231.38,0
1223.6,5.09,48.28,72.11,22.04,2393.1,57.91,0.818,88.04,20.3,665.93,204.58,128.48,224.61,1
3427.62,8.61,32.25,32.33,20.78,3425.43,98.35,0.988,396.01,10.61,1039.0,434.88,223.4,1730.34,1
2904.61,8.66,77.35,71.72,32.24,3187.57,41.76,0.727,29.89,31.44,1066.54,431.56,198.65,1207.87,1
3378.73,0.1,33.58,34.61,24.84,2164.87,21.2,0.776,441.6,12.21,1729.13,560.2,326.0,763.4,0
1963.56,7.78,89.35,80.04,39.61,4501.86,52.15,0.985,337.08,24.7,828.02,355.63,165.48,614.44,1
829.21,4.61,90.26,47.13,20.52,2620.35,64.88,0.106,185.13,24.13,330.93,90.25,78.01,330.03,0
2143.88,9.89,27.68,76.79,28.94,2554.04,31.52,0.671,95.23,22.68,1204.18,368.13,205.99,365.57,1
1863.13,4.83,65.25,23.83,15.41,358.14,71.48,0.765,408.27,39.8,1071.67,165.49,119.25,506.71,0
3033.07,9.87,17.89,52.63,29.45,4614.5,97.51,0.926,301.62,10.83,1772.51,452.08,206.61,601.87,1
794.25,7.55,45.24,76.4,16.68,926.73,89.7,0.895,180.21,45.22,303.22,51.95,107.08,332.01,0
1964.72,2.49,74.2,38.15,44.33,2665.31,29.16,0.858,221.92,39.57,1127.27,104.14,130.21,603.11,0
950.15,5.38,69.35,83.62,38.72,4027.66,32.67,0.951,413.27,16.66,495.11,61.16,110.78,283.1,1
1474.03,9.92,66.22,70.46,29.7,1116.49,37.15,0.584,169.46,9.03,510.4,144.32,135.39,683.91,1
2712.07,8.58,35.43,67.0,17.6,2660.5,39.46,0.106,44.82,13.98,1310.15,148.25,398.2,855.47,1
1928.05,0.97,44.02,48.28,32.77,1241.39,10.03,0.11,455.64,16.63,593.65,278.75,109.15,946.51,0
1627.66,7.06,19.27,58.6,37.76,3810.49,76.2,0.59,193.67,27.85,834.2,158.67,216.54,418.25,1
1683.43,3.46,74.71,67.79,20.72,2843.49,36.53,0.492,174.19,2.32,875.5,270.12,166.9,370.91,0
1878.34,0.07,55.35,57.8,32.05,4287.08,87.98,0.506,102.2,45.72,1008.3,106.85,94.92,668.27,0
2855.05,4.03,73.79,75.87,39.43,4478.06,92.69,0.46,448.71,4.93,1004.29,235.56,218.03,1397.18,1
3176.25,2.35,32.4,54.7,38.05,3261.23,2.44,0.926,108.75,13.96,1551.52,353.2,288.31,983.22,1
3366.0,8.19,39.2,36.18,39.09,3640.69,98.85,0.423,318.34,5.46,1190.41,361.5,274.06,1540.03,1
2860.71,3.37,40.08,37.11,41.38,2768.64,71.0,0.871,440.38,12.83,1670.64,199.25,246.72,744.1,1
